do, do, do, do, la, mi, so, so, so
do, ti, mi, la, fa, mi, ti, do, mi
do, ti, mi, la, fa, so, fa, mi, do
do, ti, mi, la, la, re, mi, re, mi
do, ti, mi, la, la, so, mi, do, la
do, ti, mi, la, ti, mi, so, do, fa
do, ti, mi, re, mi, so, so, so, ti
do, ti, mi, re, so, do, la, mi, do
do, ti, mi, so, re, fa, mi, so, so
do, ti, mi, so, re, re, so, ti, do
do, ti, mi, so, ti, mi, mi, mi, la
do, ti, mi, ti, re, la, do, mi, do
do, ti, re, do, la, fa, la, so, ti
do, ti, re, do, la, mi, fa, fa, ti
do, ti, re, do, la, so, fa, fa, mi
do, ti, re, fa, do, mi, re, do, do
do, ti, re, la, do, ti, so, ti, mi
do, ti, re, la, mi, fa, fa, ti, ti
do, ti, re, mi, so, la, fa, mi, ti
do, ti, re, mi, so, re, mi, ti, mi
do, ti, re, mi, ti, re, la, la, la
do, ti, re, re, do, la, ti, so, so
do, ti, re, so, do, la, fa, ti, do
do, ti, re, so, so, la, so, mi, la
do, ti, re, so, ti, ti, ti, ti, re
do, ti, re, ti, do, la, re, so, re
do, ti, re, ti, fa, do, ti, do, mi
do, ti, re, ti, la, do, do, re, re
do, ti, so, do, mi, mi, ti, fa, do
do, ti, so, do, so, mi, ti, do, re
do, ti, so, do, so, so, re, re, fa
do, ti, so, fa, mi, re, la, so, do
do, ti, so, la, fa, do, la, re, fa
do, ti, so, la, so, re, ti, re, ti
do, ti, so, re, fa, so, so, mi, fa
do, ti, so, so, so, re, re, ti, so
do, ti, so, ti, so, mi, la, fa, fa
do, ti, so, ti, so, ti, ti, do, fa
do, ti, ti, do, ti, mi, mi, ti, re
do, ti, ti, fa, re, do, la, ti, do
do, ti, ti, fa, ti, so, do, mi, fa
do, ti, ti, la, fa, fa, la, so, re
do, ti, ti, la, mi, la, do, ti, mi
do, ti, ti, la, re, fa, fa, do, do
do, ti, ti, mi, la, re, ti, mi, fa
do, ti, ti, mi, so, fa, re, mi, do
do, ti, ti, re, mi, re, ti, do, mi
do, ti, ti, so, do, do, la, fa, so
do, ti, ti, so, ti, ti, la, re, ti
do, ti, ti, ti, do, so, re, la, so
do, ti, ti, ti, mi, re, do, mi, mi
fa, do, do, do, do, ti, ti, so, la
fa, do, do, do, la, re, re, ti, mi
fa, do, do, do, mi, ti, ti, so, re
fa, do, do, do, re, so, fa, mi, do
fa, do, do, do, ti, so, fa, re, fa
fa, do, do, do, ti, so, so, re, so
fa, do, do, fa, do, fa, do, re, la
fa, do, do, fa, fa, so, fa, do, re
fa, do, do, la, ti, la, mi, la, so
fa, do, do, mi, la, fa, fa, mi, do
fa, do, do, mi, re, so, fa, do, re
fa, do, do, mi, ti, do, fa, la, do
fa, do, do, re, fa, ti, fa, fa, re
fa, do, do, re, mi, la, so, do, so
fa, do, do, so, la, mi, so, ti, so
fa, do, do, so, la, so, re, so, fa
fa, do, do, so, re, mi, la, do, mi
fa, do, do, so, so, mi, mi, re, re
fa, do, do, so, so, re, ti, do, re
fa, do, do, ti, do, do, la, re, la
fa, do, do, ti, do, la, mi, fa, re
fa, do, do, ti, do, la, ti, fa, mi
fa, do, do, ti, re, ti, so, re, mi
fa, do, do, ti, ti, do, la, fa, fa
fa, do, fa, do, fa, do, re, fa, re
fa, do, fa, fa, la, mi, mi, fa, fa
fa, do, fa, fa, mi, so, do, so, re
fa, do, fa, la, fa, mi, so, la, ti
fa, do, fa, la, la, mi, la, re, do
fa, do, fa, la, la, so, mi, re, do
fa, do, fa, la, la, ti, ti, la, fa
fa, do, fa, la, ti, re, do, so, la
fa, do, fa, mi, do, mi, fa, do, re
fa, do, fa, mi, fa, la, so, mi, ti
fa, do, fa, mi, fa, re, la, do, so
fa, do, fa, re, do, ti, do, la, so
fa, do, fa, re, so, re, mi, mi, so
fa, do, fa, so, ti, do, la, re, mi
fa, do, fa, ti, la, do, re, so, fa
fa, do, fa, ti, re, do, so, la, ti
fa, do, fa, ti, re, mi, fa, so, do
fa, do, fa, ti, ti, so, mi, so, ti
fa, do, la, fa, mi, mi, re, mi, re
fa, do, la, la, mi, la, re, do, mi
fa, do, la, mi, mi, re, ti, la, ti
fa, do, la, re, fa, mi, ti, ti, ti
fa, do, la, re, mi, do, fa, so, mi
fa, do, la, re, re, ti, do, ti, fa
fa, do, la, so, la, do, ti, do, fa
fa, do, la, so, la, so, mi, mi, fa
fa, do, la, ti, do, re, ti, do, fa
fa, do, la, ti, mi, re, ti, so, ti
fa, do, la, ti, ti, ti, mi, re, so
fa, do, mi, fa, la, mi, la, fa, la
fa, do, mi, fa, re, la, mi, so, ti
fa, do, mi, fa, ti, do, ti, la, la
fa, do, mi, la, mi, fa, so, re, do
fa, do, mi, mi, la, do, re, mi, mi
fa, do, mi, mi, re, fa, ti, fa, mi
fa, do, mi, re, mi, do, la, fa, ti
fa, do, mi, re, mi, mi, ti, la, so
fa, do, mi, re, re, fa, so, la, la
fa, do, mi, re, so, do, re, mi, la
fa, do, mi, re, so, re, do, la, so
fa, do, mi, so, la, ti, fa, so, mi
fa, do, mi, so, mi, ti, fa, fa, fa
fa, do, mi, ti, do, so, la, la, ti
fa, do, mi, ti, so, re, la, so, fa
fa, do, re, do, fa, la, la, re, fa
fa, do, re, fa, la, so, so, do, ti
fa, do, re, la, do, mi, so, re, so
fa, do, re, la, la, ti, mi, do, fa
fa, do, re, la, re, ti, fa, so, fa
fa, do, re, la, so, so, do, fa, do
fa, do, re, la, so, ti, so, mi, re
fa, do, re, mi, do, ti, la, mi, do
fa, do, re, mi, la, fa, la, do, do
fa, do, re, mi, la, ti, la, re, fa
fa, do, re, re, ti, re, mi, so, so
fa, do, re, ti, re, so, re, so, la
fa, do, re, ti, so, mi, fa, la, ti
fa, do, re, ti, ti, re, fa, so, re
fa, do, so, do, fa, fa, ti, so, re
fa, do, so, do, la, do, do, fa, mi
fa, do, so, fa, fa, la, so, ti, mi
fa, do, so, fa, la, do, fa, so, la
fa, do, so, fa, mi, do, ti, do, do
fa, do, so, fa, ti, re, mi, ti, la
fa, do, so, la, mi, ti, ti, ti, mi
fa, do, so, mi, la, la, so, la, mi
fa, do, so, mi, so, do, re, mi, mi
fa, do, so, so, mi, so, ti, ti, so
fa, do, so, so, so, mi, mi, do, mi
fa, do, so, ti, do, do, so, fa, re
fa, do, ti, do, so, ti, do, la, do
fa, do, ti, fa, ti, so, la, la, la
fa, do, ti, la, fa, ti, so, fa, do
fa, do, ti, la, la, ti, la, so, mi
fa, do, ti, mi, fa, mi, do, mi, ti
fa, do, ti, mi, fa, ti, fa, fa, la
fa, do, ti, mi, re, re, re, re, la
fa, do, ti, re, do, do, la, do, la
fa, do, ti, re, do, fa, do, mi, mi
fa, do, ti, re, do, re, la, re, ti
fa, do, ti, re, fa, so, do, re, so
fa, do, ti, so, do, mi, mi, so, mi
fa, do, ti, so, la, re, ti, mi, so
fa, fa, do, do, fa, fa, mi, do, so
fa, fa, do, do, re, so, ti, so, fa
fa, fa, do, do, ti, ti, do, so, fa
fa, fa, do, fa, re, so, fa, do, la
fa, fa, do, la, do, fa, mi, la, do
fa, fa, do, la, la, so, do, la, mi
fa, fa, do, mi, do, la, la, do, fa
fa, fa, do, mi, la, fa, ti, so, la
fa, fa, do, mi, ti, mi, mi, la, do
fa, fa, do, re, re, mi, la, mi, mi
fa, fa, do, re, ti, la, fa, mi, mi
fa, fa, do, ti, do, do, ti, do, re
fa, fa, do, ti, fa, ti, ti, do, la
fa, fa, fa, fa, ti, fa, ti, do, mi
fa, fa, fa, la, do, ti, fa, re, mi
fa, fa, fa, la, la, do, fa, do, la
fa, fa, fa, la, la, re, ti, fa, ti
fa, fa, fa, la, ti, mi, do, so, do
fa, fa, fa, re, mi, la, do, so, do
fa, fa, fa, re, ti, la, re, so, fa
fa, fa, fa, so, do, fa, mi, so, do
fa, fa, fa, so, fa, mi, ti, so, mi
fa, fa, fa, ti, ti, re, ti, ti, so
fa, fa, la, do, la, mi, so, mi, do
fa, fa, la, do, mi, la, mi, so, la
fa, fa, la, do, so, so, re, re, re
fa, fa, la, fa, re, fa, re, ti, so
fa, fa, la, fa, re, re, la, so, la
fa, fa, la, la, la, so, la, re, so
fa, fa, la, la, re, re, la, fa, so
fa, fa, la, la, ti, fa, mi, fa, la
fa, fa, la, mi, do, ti, fa, so, re
fa, fa, la, mi, ti, fa, fa, fa, la
fa, fa, la, mi, ti, mi, mi, la, do
fa, fa, la, so, mi, do, fa, mi, do
fa, fa, la, so, so, la, mi, re, la
fa, fa, la, so, so, ti, re, re, fa
fa, fa, la, ti, do, do, re, fa, la
fa, fa, la, ti, do, re, la, mi, mi
fa, fa, mi, do, do, fa, mi, mi, ti
fa, fa, mi, fa, so, la, la, fa, la
fa, fa, mi, la, la, ti, mi, la, do
fa, fa, mi, mi, do, re, so, fa, fa
fa, fa, mi, mi, mi, la, re, re, ti
fa, fa, mi, re, do, ti, do, so, fa
fa, fa, mi, re, mi, do, fa, la, fa
fa, fa, mi, re, mi, fa, mi, mi, fa
fa, fa, mi, re, re, do, so, ti, fa
fa, fa, mi, so, ti, ti, la, mi, so
fa, fa, mi, ti, so, so, mi, do, re
fa, fa, re, do, fa, mi, do, mi, do
fa, fa, re, do, so, ti, la, re, fa
fa, fa, re, fa, do, ti, so, fa, do
fa, fa, re, la, fa, do, fa, fa, re
fa, fa, re, la, ti, do, re, ti, so
fa, fa, re, mi, re, re, re, fa, fa
fa, fa, re, re, re, la, fa, re, so
fa, fa, re, so, do, fa, ti, do, re
fa, fa, re, so, la, la, do, so, fa
fa, fa, re, so, re, re, mi, so, fa
fa, fa, re, so, ti, so, do, la, ti
fa, fa, re, ti, fa, fa, la, la, re
fa, fa, re, ti, re, so, do, mi, do
fa, fa, so, do, la, re, la, do, do
fa, fa, so, do, re, la, fa, so, mi
fa, fa, so, do, ti, do, re, re, la
fa, fa, so, fa, fa, do, ti, so, la
fa, fa, so, la, la, mi, so, la, so
fa, fa, so, la, so, do, fa, re, re
fa, fa, so, mi, la, do, la, re, ti
fa, fa, so, re, do, do, ti, do, fa
fa, fa, so, re, ti, so, la, mi, so
fa, fa, so, ti, la, fa, fa, fa, la
fa, fa, so, ti, so, re, ti, do, do
fa, fa, ti, mi, re, ti, la, mi, re
fa, fa, ti, mi, so, do, mi, do, re
fa, fa, ti, mi, so, ti, mi, fa, re
fa, la, do, do, do, mi, mi, re, re
fa, la, do, do, re, so, la, fa, re
fa, la, do, do, so, la, mi, ti, so
fa, la, do, fa, do, fa, do, so, re
fa, la, do, fa, la, re, so, ti, la
fa, la, do, fa, so, fa, mi, ti, do
fa, la, do, la, re, mi, fa, ti, ti
fa, la, do, la, so, ti, do, fa, ti
fa, la, do, mi, mi, ti, re, ti, ti
fa, la, do, re, do, mi, mi, la, ti
fa, la, do, re, re, mi, re, do, do
fa, la, do, re, re, mi, ti, re, ti
fa, la, do, ti, do, so, do, so, mi
fa, la, fa, do, mi, mi, la, la, ti
fa, la, fa, do, re, re, mi, la, fa
fa, la, fa, fa, do, so, ti, re, la
fa, la, fa, fa, fa, re, so, fa, ti
fa, la, fa, la, re, mi, so, la, fa
fa, la, fa, mi, re, ti, so, la, re
fa, la, fa, re, la, so, re, la, re
fa, la, fa, re, mi, fa, fa, do, mi
fa, la, fa, so, fa, do, fa, re, mi
fa, la, fa, so, ti, mi, re, so, re
fa, la, fa, ti, do, ti, do, so, mi
fa, la, fa, ti, re, do, so, re, do
fa, la, fa, ti, re, so, do, la, re
fa, la, fa, ti, so, la, mi, do, re
fa, la, fa, ti, so, so, fa, so, mi
fa, la, la, do, so, do, ti, la, do
fa, la, la, do, ti, ti, mi, la, do
fa, la, la, fa, mi, mi, fa, la, ti
fa, la, la, fa, ti, do, re, re, do
fa, la, la, fa, ti, mi, mi, do, do
fa, la, la, re, la, do, mi, do, mi
fa, la, la, re, mi, so, ti, so, do
fa, la, la, re, mi, ti, re, ti, fa
fa, la, la, so, do, ti, re, fa, re
fa, la, la, so, mi, ti, re, la, mi
fa, la, la, ti, fa, fa, ti, re, la
fa, la, la, ti, fa, la, do, so, so
fa, la, la, ti, la, do, mi, fa, do
fa, la, la, ti, so, mi, mi, fa, ti
fa, la, mi, do, so, fa, do, fa, so
fa, la, mi, fa, la, la, la, ti, re
fa, la, mi, fa, mi, do, ti, mi, la
fa, la, mi, fa, re, re, fa, do, la
fa, la, mi, fa, so, do, la, ti, so
fa, la, mi, la, mi, so, ti, la, mi
fa, la, mi, mi, fa, fa, so, la, mi
fa, la, mi, mi, re, mi, mi, la, re
fa, la, mi, re, re, so, do, la, ti
fa, la, mi, so, do, so, re, mi, so
fa, la, mi, so, ti, so, ti, do, mi
fa, la, mi, ti, la, so, re, la, mi
fa, la, mi, ti, mi, ti, re, so, do
fa, la, mi, ti, so, ti, so, re, so
fa, la, re, do, fa, do, do, re, do
fa, la, re, fa, fa, la, mi, ti, mi
fa, la, re, la, mi, fa, fa, la, mi
fa, la, re, la, re, do, la, re, do
fa, la, re, mi, do, mi, re, fa, ti
fa, la, re, mi, re, re, ti, la, re
fa, la, re, mi, so, do, so, do, ti
fa, la, re, re, la, mi, do, fa, do
fa, la, re, re, mi, la, do, so, mi
fa, la, re, so, fa, re, mi, do, mi
fa, la, re, so, la, re, so, ti, la
fa, la, re, so, ti, fa, do, la, ti
fa, la, re, so, ti, mi, so, so, la
fa, la, re, ti, la, la, la, re, fa
fa, la, so, fa, la, ti, re, do, ti
fa, la, so, fa, mi, re, do, fa, ti
fa, la, so, la, do, fa, do, mi, re
fa, la, so, la, la, so, do, re, fa
fa, la, so, la, ti, la, re, ti, re
fa, la, so, mi, re, la, la, mi, ti
fa, la, so, mi, re, so, re, la, do
fa, la, so, mi, ti, so, do, fa, mi
fa, la, so, re, fa, so, la, fa, fa
fa, la, so, re, la, fa, re, re, re
fa, la, so, re, mi, do, re, re, do
fa, la, so, re, ti, la, so, do, la
fa, la, so, so, fa, do, re, so, ti
fa, la, so, so, re, so, ti, re, mi
fa, la, so, ti, mi, ti, re, la, so
fa, la, ti, do, fa, re, fa, ti, mi
fa, la, ti, do, so, so, ti, do, do
fa, la, ti, fa, do, do, re, re, re
fa, la, ti, fa, do, do, ti, mi, ti
fa, la, ti, fa, do, fa, fa, mi, do
fa, la, ti, la, do, la, fa, do, fa
fa, la, ti, la, la, mi, do, mi, do
fa, la, ti, la, mi, fa, do, re, do
fa, la, ti, la, so, la, re, ti, mi
fa, la, ti, la, so, ti, do, ti, fa
fa, la, ti, mi, fa, la, mi, re, ti
fa, la, ti, mi, mi, mi, fa, do, ti
fa, la, ti, re, re, mi, ti, ti, re
fa, la, ti, so, so, do, mi, so, la
fa, la, ti, ti, do, ti, la, ti, fa
fa, la, ti, ti, fa, do, la, la, re
fa, la, ti, ti, so, la, so, la, so
fa, mi, do, fa, do, re, la, do, re
fa, mi, do, la, mi, mi, ti, mi, fa
fa, mi, do, la, so, do, mi, fa, ti
fa, mi, do, mi, mi, so, so, fa, la
fa, mi, do, mi, ti, la, so, do, do
fa, mi, do, re, re, la, ti, mi, fa
fa, mi, do, re, re, ti, mi, mi, so
fa, mi, do, so, la, mi, so, re, fa
fa, mi, do, so, mi, fa, re, ti, do
fa, mi, do, so, mi, mi, fa, re, do
fa, mi, do, so, ti, mi, la, fa, do
fa, mi, fa, do, fa, mi, la, mi, do
fa, mi, fa, do, so, la, ti, so, fa
fa, mi, fa, do, ti, la, re, la, re
fa, mi, fa, fa, mi, do, re, re, ti
fa, mi, fa, fa, ti, ti, re, la, so
fa, mi, fa, la, fa, ti, ti, ti, so
fa, mi, fa, mi, do, re, mi, mi, so
fa, mi, fa, mi, la, so, do, la, ti
fa, mi, fa, mi, so, ti, do, mi, re
fa, mi, fa, mi, ti, so, la, fa, la
fa, mi, fa, re, do, so, mi, do, re
fa, mi, fa, re, la, do, so, so, re
fa, mi, fa, re, re, ti, la, la, fa
fa, mi, fa, so, so, so, fa, so, mi
fa, mi, fa, ti, la, re, do, la, la
fa, mi, fa, ti, la, so, fa, la, so
fa, mi, fa, ti, mi, la, mi, ti, la
fa, mi, fa, ti, so, fa, la, mi, mi
fa, mi, fa, ti, so, so, ti, do, la
fa, mi, la, do, mi, re, fa, mi, la
fa, mi, la, fa, la, so, ti, mi, la
fa, mi, la, fa, mi, la, re, re, re
fa, mi, la, la, so, so, re, mi, la
fa, mi, la, mi, fa, so, ti, fa, so
fa, mi, la, mi, la, so, so, re, ti
fa, mi, la, mi, mi, fa, do, fa, do
fa, mi, la, mi, re, do, do, fa, re
fa, mi, la, mi, re, mi, so, so, re
fa, mi, la, re, fa, do, do, do, re
fa, mi, la, re, so, ti, la, la, mi
fa, mi, la, so, do, so, la, do, re
fa, mi, la, so, fa, do, ti, so, do
fa, mi, la, so, so, mi, la, mi, mi
fa, mi, la, so, so, ti, re, mi, la
fa, mi, la, ti, fa, ti, do, re, re
fa, mi, la, ti, mi, re, ti, ti, do
fa, mi, la, ti, mi, ti, fa, la, re
fa, mi, mi, do, fa, mi, mi, la, la
fa, mi, mi, do, la, ti, fa, so, re
fa, mi, mi, fa, re, do, mi, la, re
fa, mi, mi, fa, so, ti, do, la, re
fa, mi, mi, la, fa, so, so, do, do
fa, mi, mi, la, fa, ti, fa, so, so
fa, mi, mi, la, la, re, mi, ti, fa
fa, mi, mi, mi, so, do, mi, la, fa
fa, mi, mi, re, la, do, fa, ti, re
fa, mi, mi, so, re, la, fa, so, do
fa, mi, mi, so, ti, la, mi, la, fa
fa, mi, mi, so, ti, re, mi, ti, fa
fa, mi, mi, ti, fa, do, do, fa, re
fa, mi, mi, ti, mi, do, re, do, ti
fa, mi, mi, ti, ti, do, fa, fa, la
fa, mi, mi, ti, ti, la, ti, so, mi
fa, mi, re, do, re, so, re, do, so
fa, mi, re, fa, do, do, do, re, so
fa, mi, re, fa, fa, re, so, fa, la
fa, mi, re, fa, la, re, ti, do, fa
fa, mi, re, la, do, re, ti, do, so
fa, mi, re, la, fa, la, mi, re, do
fa, mi, re, la, ti, fa, ti, la, re
fa, mi, re, mi, fa, mi, so, so, ti
fa, mi, re, re, mi, la, fa, re, la
fa, mi, re, re, ti, mi, mi, ti, so
fa, mi, re, so, re, fa, re, fa, re
fa, mi, re, so, ti, ti, re, do, mi
fa, mi, re, ti, so, do, so, re, mi
fa, mi, so, fa, do, ti, so, la, mi
fa, mi, so, fa, la, do, fa, fa, so
fa, mi, so, fa, la, fa, fa, mi, la
fa, mi, so, fa, re, fa, so, fa, fa
fa, mi, so, la, la, la, so, so, so
fa, mi, so, la, mi, ti, so, mi, so
fa, mi, so, mi, la, la, so, la, fa
fa, mi, so, mi, ti, so, so, fa, la
fa, mi, so, re, la, la, ti, so, re
fa, mi, so, re, mi, la, re, mi, so
fa, mi, so, re, re, la, fa, re, la
fa, mi, so, re, so, so, mi, do, ti
fa, mi, so, re, so, ti, do, re, ti
fa, mi, so, so, la, do, do, fa, fa
fa, mi, so, so, la, la, la, so, fa
fa, mi, so, so, la, mi, mi, la, ti
fa, mi, so, so, ti, ti, do, do, re
fa, mi, so, ti, mi, mi, re, la, ti
fa, mi, so, ti, re, ti, ti, la, do
fa, mi, so, ti, ti, do, mi, so, so
fa, mi, ti, do, do, la, mi, la, so
fa, mi, ti, fa, fa, do, do, la, so
fa, mi, ti, fa, la, la, so, ti, so
fa, mi, ti, fa, so, re, fa, mi, so
fa, mi, ti, la, fa, la, la, mi, fa
fa, mi, ti, la, re, mi, re, do, fa
fa, mi, ti, mi, do, fa, so, do, mi
fa, mi, ti, mi, fa, so, so, do, la
fa, mi, ti, mi, mi, fa, fa, re, fa
fa, mi, ti, re, ti, so, so, la, mi
fa, mi, ti, ti, do, re, do, la, re
fa, mi, ti, ti, do, ti, mi, re, la
fa, mi, ti, ti, fa, mi, so, ti, fa
fa, mi, ti, ti, re, do, so, do, do
fa, re, do, do, re, fa, mi, so, so
fa, re, do, do, so, fa, so, la, so
fa, re, do, fa, do, do, do, mi, do
fa, re, do, fa, mi, do, do, do, ti
fa, re, do, mi, do, la, do, ti, re
fa, re, do, re, mi, re, re, mi, mi
fa, re, do, so, la, fa, la, la, so
fa, re, do, so, re, mi, re, re, re
fa, re, do, ti, la, so, do, fa, ti
fa, re, do, ti, re, fa, do, re, so
fa, re, fa, la, do, mi, do, ti, la
fa, re, fa, mi, fa, ti, ti, do, do
fa, re, fa, mi, re, fa, fa, mi, re
fa, re, fa, re, fa, so, la, ti, so
fa, re, fa, so, do, re, do, la, do
fa, re, fa, so, so, do, so, do, mi
fa, re, fa, ti, do, re, do, re, mi
fa, re, fa, ti, ti, mi, mi, mi, ti
fa, re, la, do, re, mi, ti, la, do
fa, re, la, do, so, la, fa, so, la
fa, re, la, fa, la, re, do, so, mi
fa, re, la, mi, mi, re, do, la, mi
fa, re, la, mi, re, mi, so, re, la
fa, re, la, re, la, do, so, fa, fa
fa, re, la, re, mi, do, so, do, fa
fa, re, la, re, so, re, fa, do, ti
fa, re, la, so, re, ti, mi, re, fa
fa, re, la, so, ti, do, fa, mi, re
fa, re, la, ti, la, ti, do, ti, re
fa, re, la, ti, mi, mi, mi, so, ti
fa, re, la, ti, re, re, ti, la, re
fa, re, mi, do, do, fa, mi, mi, do
fa, re, mi, do, do, fa, so, re, fa
fa, re, mi, do, do, re, la, ti, fa
fa, re, mi, do, la, do, so, la, fa
fa, re, mi, do, mi, so, do, so, mi
fa, re, mi, do, ti, so, ti, so, do
fa, re, mi, fa, do, ti, fa, fa, do
fa, re, mi, fa, fa, fa, re, fa, mi
fa, re, mi, fa, mi, so, la, re, fa
fa, re, mi, la, re, mi, so, so, re
fa, re, mi, mi, do, re, ti, la, so
fa, re, mi, mi, re, so, fa, re, do
fa, re, mi, mi, ti, fa, do, do, so
fa, re, re, do, la, so, ti, la, fa
fa, re, re, do, re, ti, la, la, mi
fa, re, re, fa, fa, mi, fa, do, fa
fa, re, re, fa, fa, re, do, fa, la
fa, re, re, fa, ti, so, so, do, do
fa, re, re, la, fa, la, do, so, do
fa, re, re, la, ti, mi, do, la, ti
fa, re, re, mi, do, fa, mi, mi, fa
fa, re, re, mi, fa, mi, mi, la, ti
fa, re, re, mi, mi, fa, re, ti, la
fa, re, re, mi, re, so, la, la, fa
fa, re, re, mi, re, ti, re, so, fa
fa, re, re, so, re, mi, re, mi, fa
fa, re, re, ti, fa, do, ti, fa, so
fa, re, re, ti, fa, re, ti, do, fa
fa, re, re, ti, la, fa, ti, fa, mi
fa, re, re, ti, la, so, so, fa, fa
fa, re, re, ti, ti, re, ti, ti, ti
fa, re, so, fa, do, la, so, fa, mi
fa, re, so, fa, fa, fa, la, fa, mi
fa, re, so, fa, fa, mi, re, la, so
fa, re, so, la, fa, do, do, mi, la
fa, re, so, mi, do, do, so, fa, so
fa, re, so, mi, la, fa, mi, ti, mi
fa, re, so, mi, mi, fa, fa, do, do
fa, re, so, mi, mi, la, re, ti, so
fa, re, so, re, do, so, re, so, mi
fa, re, so, re, so, la, do, fa, do
fa, re, so, re, ti, ti, so, la, so
fa, re, so, so, fa, mi, so, mi, so
fa, re, so, so, la, la, do, do, mi
fa, re, so, so, re, la, ti, re, do
fa, re, so, so, re, so, fa, re, ti
fa, re, so, ti, do, so, do, mi, la
fa, re, so, ti, fa, mi, re, re, re
fa, re, so, ti, mi, fa, fa, ti, re
fa, re, so, ti, mi, ti, mi, so, so
fa, re, so, ti, ti, ti, re, mi, fa
fa, re, ti, do, fa, ti, so, do, so
fa, re, ti, do, la, do, la, so, fa
fa, re, ti, do, mi, so, do, mi, mi
fa, re, ti, fa, mi, mi, so, ti, do
fa, re, ti, fa, ti, fa, fa, do, so
fa, re, ti, la, fa, do, la, fa, la
fa, re, ti, la, la, ti, mi, ti, ti
fa, re, ti, la, mi, fa, do, ti, do
fa, re, ti, la, re, mi, so, re, fa
fa, re, ti, la, re, ti, fa, re, re
fa, re, ti, mi, mi, re, ti, fa, mi
fa, re, ti, mi, so, so, ti, fa, ti
fa, re, ti, mi, ti, re, fa, re, mi
fa, re, ti, mi, ti, re, ti, re, fa
fa, re, ti, so, fa, mi, mi, la, ti
fa, re, ti, so, mi, do, re, mi, ti
fa, re, ti, so, so, ti, re, ti, do
fa, re, ti, ti, mi, fa, mi, so, fa
fa, so, do, do, fa, re, do, la, fa
fa, so, do, fa, so, re, mi, re, ti
fa, so, do, la, mi, mi, mi, la, so
fa, so, do, mi, do, ti, do, ti, fa
fa, so, do, mi, re, do, re, mi, fa
fa, so, do, mi, so, la, do, ti, do
fa, so, do, mi, ti, so, re, re, fa
fa, so, do, re, la, mi, fa, mi, re
fa, so, do, re, la, mi, la, do, ti
fa, so, do, re, so, so, re, ti, mi
fa, so, do, so, ti, re, fa, do, fa
fa, so, do, ti, la, mi, ti, so, la
fa, so, do, ti, re, mi, fa, la, fa
fa, so, fa, do, do, la, so, la, fa
fa, so, fa, do, do, la, ti, so, mi
fa, so, fa, do, re, fa, ti, so, so
fa, so, fa, do, ti, la, ti, ti, do
fa, so, fa, fa, do, fa, re, la, mi
fa, so, fa, fa, do, mi, mi, la, ti
fa, so, fa, fa, la, so, re, so, fa
fa, so, fa, la, ti, mi, ti, ti, ti
fa, so, fa, mi, do, fa, so, mi, re
fa, so, fa, mi, mi, fa, mi, do, mi
fa, so, fa, mi, mi, mi, re, do, la
fa, so, fa, mi, ti, la, so, re, ti
fa, so, fa, re, mi, mi, re, do, la
fa, so, fa, re, mi, so, ti, do, re
fa, so, fa, re, so, la, re, fa, ti
fa, so, fa, so, la, la, mi, so, do
fa, so, fa, so, ti, fa, do, mi, so
fa, so, fa, ti, ti, ti, mi, fa, ti
fa, so, la, fa, mi, ti, do, fa, fa
fa, so, la, fa, re, mi, mi, ti, mi
fa, so, la, la, mi, fa, mi, ti, la
fa, so, la, la, mi, re, so, fa, fa
fa, so, la, la, so, la, la, so, re
fa, so, la, mi, do, do, so, so, ti
fa, so, la, mi, ti, do, fa, la, ti
fa, so, la, mi, ti, fa, mi, so, so
fa, so, la, re, do, do, so, mi, fa
fa, so, la, so, do, fa, so, ti, la
fa, so, la, so, la, ti, la, mi, fa
fa, so, la, so, so, re, mi, do, fa
fa, so, la, ti, do, re, re, mi, ti
fa, so, la, ti, mi, so, do, so, fa
fa, so, la, ti, so, mi, do, re, do
fa, so, mi, do, do, fa, so, la, do
fa, so, mi, do, mi, la, ti, fa, la
fa, so, mi, fa, fa, mi, do, ti, ti
fa, so, mi, fa, mi, la, la, ti, la
fa, so, mi, fa, mi, re, re, fa, ti
fa, so, mi, fa, re, ti, fa, do, la
fa, so, mi, fa, ti, ti, re, la, so
fa, so, mi, mi, so, re, re, re, do
fa, so, mi, re, do, ti, la, mi, re
fa, so, mi, re, la, so, so, do, re
fa, so, mi, so, fa, mi, la, mi, so
fa, so, mi, so, la, so, re, so, so
fa, so, mi, so, re, so, ti, mi, so
fa, so, mi, ti, mi, do, la, do, do
fa, so, re, do, fa, do, ti, fa, ti
fa, so, re, do, so, so, so, fa, re
fa, so, re, fa, mi, mi, mi, la, mi
fa, so, re, fa, re, re, do, ti, mi
fa, so, re, fa, ti, do, fa, re, fa
fa, so, re, fa, ti, fa, ti, fa, re
fa, so, re, fa, ti, la, so, la, mi
fa, so, re, mi, ti, la, do, fa, ti
fa, so, re, re, fa, mi, do, la, fa
fa, so, re, re, so, ti, mi, la, ti
fa, so, re, re, ti, la, mi, ti, re
fa, so, re, so, fa, mi, fa, so, re
fa, so, re, so, la, fa, mi, ti, do
fa, so, re, so, re, la, la, fa, fa
fa, so, re, so, so, fa, do, mi, ti
fa, so, re, so, so, mi, fa, re, ti
fa, so, re, so, so, re, fa, re, fa
fa, so, re, so, ti, la, re, fa, do
fa, so, re, ti, la, do, la, fa, re
