do, do, do, fa, la
fa, so, re, so, do
fa, so, re, so, so
fa, so, re, so, ti
fa, so, re, ti, fa
fa, so, re, ti, so
fa, so, so, do, re
fa, so, so, do, ti
fa, so, so, la, mi
fa, so, so, mi, do
fa, so, so, mi, ti
fa, so, so, re, so
fa, so, so, so, fa
fa, so, so, so, ti
fa, so, ti, do, do
fa, so, ti, do, so
fa, so, ti, fa, mi
fa, so, ti, la, do
fa, so, ti, la, la
fa, so, ti, la, ti
fa, so, ti, re, do
fa, so, ti, so, do
fa, so, ti, so, fa
fa, so, ti, so, so
fa, so, ti, so, ti
fa, so, ti, ti, ti
fa, ti, do, do, fa
fa, ti, do, do, so
fa, ti, do, la, do
fa, ti, do, mi, fa
fa, ti, do, mi, so
fa, ti, do, mi, ti
fa, ti, do, re, do
fa, ti, do, re, so
fa, ti, do, so, ti
fa, ti, do, ti, do
fa, ti, fa, do, la
fa, ti, fa, do, mi
fa, ti, fa, do, so
fa, ti, fa, fa, la
fa, ti, fa, la, mi
fa, ti, fa, mi, fa
fa, ti, fa, mi, re
fa, ti, fa, mi, so
fa, ti, fa, so, do
fa, ti, fa, so, fa
fa, ti, fa, so, ti
fa, ti, fa, ti, re
fa, ti, fa, ti, so
fa, ti, la, do, fa
fa, ti, la, do, so
fa, ti, la, la, fa
fa, ti, la, la, mi
fa, ti, la, re, do
fa, ti, la, re, mi
fa, ti, la, so, do
fa, ti, la, so, mi
fa, ti, la, ti, do
fa, ti, la, ti, fa
fa, ti, la, ti, mi
fa, ti, mi, do, so
fa, ti, mi, fa, la
fa, ti, mi, la, do
fa, ti, mi, la, re
fa, ti, mi, mi, do
fa, ti, mi, mi, la
fa, ti, mi, mi, re
fa, ti, mi, re, do
fa, ti, mi, re, so
fa, ti, mi, ti, do
fa, ti, mi, ti, la
fa, ti, mi, ti, so
fa, ti, re, do, so
fa, ti, re, do, ti
fa, ti, re, la, do
fa, ti, re, mi, mi
fa, ti, re, mi, re
fa, ti, re, re, la
fa, ti, re, re, ti
fa, ti, re, so, do
fa, ti, re, so, fa
fa, ti, re, so, la
fa, ti, re, so, mi
fa, ti, re, so, re
fa, ti, re, so, so
fa, ti, re, ti, mi
fa, ti, re, ti, ti
fa, ti, so, do, la
fa, ti, so, do, ti
fa, ti, so, fa, do
fa, ti, so, fa, la
fa, ti, so, fa, mi
fa, ti, so, la, fa
fa, ti, so, mi, re
fa, ti, so, re, do
fa, ti, so, re, fa
fa, ti, so, re, mi
fa, ti, so, re, so
fa, ti, so, so, fa
fa, ti, so, so, re
fa, ti, ti, do, la
fa, ti, ti, do, ti
fa, ti, ti, fa, so
fa, ti, ti, fa, ti
fa, ti, ti, la, do
fa, ti, ti, la, la
fa, ti, ti, la, ti
fa, ti, ti, mi, re
fa, ti, ti, re, fa
fa, ti, ti, so, so
fa, ti, ti, ti, do
fa, ti, ti, ti, fa
la, do, do, do, fa
la, do, do, do, mi
la, do, do, fa, do
la, do, do, fa, mi
la, do, do, fa, re
la, do, do, fa, ti
la, do, do, la, re
la, do, do, la, so
la, do, do, mi, do
la, do, do, mi, la
la, do, do, mi, re
la, do, do, mi, so
la, do, do, re, do
la, do, do, re, so
la, do, do, re, ti
la, do, do, so, do
la, do, do, so, fa
la, do, do, so, la
la, do, do, ti, do
la, do, do, ti, so
la, do, fa, do, so
la, do, fa, fa, ti
la, do, fa, la, la
la, do, fa, mi, do
la, do, fa, mi, fa
la, do, fa, re, do
la, do, fa, re, ti
la, do, fa, so, la
la, do, fa, ti, la
la, do, fa, ti, re
la, do, fa, ti, ti
la, do, la, do, do
la, do, la, fa, re
la, do, la, la, la
la, do, la, la, so
la, do, la, re, so
la, do, la, re, ti
la, do, la, so, fa
la, do, la, so, la
la, do, la, so, re
la, do, la, ti, la
la, do, mi, do, do
la, do, mi, do, mi
la, do, mi, fa, do
la, do, mi, fa, la
la, do, mi, fa, re
la, do, mi, la, do
la, do, mi, la, la
la, do, mi, la, so
la, do, mi, mi, do
la, do, mi, mi, mi
la, do, mi, mi, re
la, do, mi, mi, so
la, do, mi, re, do
la, do, mi, re, mi
la, do, mi, re, re
la, do, mi, re, so
la, do, mi, so, ti
la, do, mi, ti, mi
la, do, re, do, do
la, do, re, do, fa
la, do, re, fa, so
la, do, re, la, fa
la, do, re, mi, la
la, do, re, mi, ti
la, do, re, re, re
la, do, re, re, so
la, do, re, so, ti
la, do, re, ti, so
la, do, so, do, do
la, do, so, fa, fa
la, do, so, fa, re
la, do, so, la, do
la, do, so, la, so
la, do, so, mi, re
la, do, so, re, re
la, do, so, re, ti
la, do, so, ti, fa
la, do, ti, do, fa
la, do, ti, do, re
la, do, ti, do, so
la, do, ti, fa, la
la, do, ti, la, do
la, do, ti, la, so
la, do, ti, mi, so
la, do, ti, mi, ti
la, do, ti, re, la
la, do, ti, re, so
la, do, ti, so, do
la, do, ti, so, ti
la, do, ti, ti, fa
la, do, ti, ti, ti
la, fa, do, do, so
la, fa, do, fa, so
la, fa, do, la, la
la, fa, do, la, re
la, fa, do, la, so
la, fa, do, re, do
la, fa, do, re, fa
la, fa, do, re, mi
la, fa, do, re, re
la, fa, do, so, do
la, fa, do, so, la
la, fa, do, so, so
la, fa, do, ti, re
la, fa, do, ti, so
la, fa, fa, do, la
la, fa, fa, do, ti
la, fa, fa, fa, la
la, fa, fa, fa, so
la, fa, fa, la, la
la, fa, fa, la, re
la, fa, fa, la, ti
la, fa, fa, mi, fa
la, fa, fa, mi, so
la, fa, fa, re, fa
la, fa, fa, re, la
la, fa, fa, re, mi
la, fa, fa, so, ti
la, fa, fa, ti, la
la, fa, la, do, la
la, fa, la, do, re
la, fa, la, fa, mi
la, fa, la, la, re
la, fa, la, mi, mi
la, fa, la, mi, re
la, fa, la, mi, ti
la, fa, la, re, do
la, fa, la, re, mi
la, fa, la, re, ti
la, fa, la, so, la
la, fa, la, ti, fa
la, fa, la, ti, re
la, fa, la, ti, ti
la, fa, mi, fa, do
la, fa, mi, mi, fa
la, fa, mi, mi, ti
la, fa, mi, re, do
la, fa, mi, re, ti
la, fa, mi, ti, do
la, fa, mi, ti, la
la, fa, re, do, do
la, fa, re, fa, ti
la, fa, re, la, fa
la, fa, re, la, mi
la, fa, re, mi, fa
la, fa, re, re, la
la, fa, re, so, fa
la, fa, re, so, mi
la, fa, re, ti, la
la, fa, so, do, do
la, fa, so, do, fa
la, fa, so, fa, re
la, fa, so, fa, so
la, fa, so, la, fa
la, fa, so, mi, mi
la, fa, so, mi, re
la, fa, so, mi, so
la, fa, so, re, do
la, fa, so, re, fa
la, fa, so, so, do
la, fa, so, so, fa
la, fa, so, so, mi
la, fa, so, so, re
la, fa, so, ti, do
la, fa, so, ti, fa
la, fa, so, ti, la
la, fa, so, ti, re
la, fa, ti, do, do
la, fa, ti, do, so
la, fa, ti, do, ti
la, fa, ti, fa, fa
la, fa, ti, la, fa
la, fa, ti, la, mi
la, fa, ti, la, re
la, fa, ti, la, so
la, fa, ti, mi, mi
la, fa, ti, re, mi
la, fa, ti, re, re
la, fa, ti, so, do
la, fa, ti, so, mi
la, fa, ti, ti, do
la, fa, ti, ti, fa
la, fa, ti, ti, la
la, la, do, do, re
la, la, do, do, so
la, la, do, la, fa
la, la, do, la, mi
la, la, do, mi, fa
la, la, do, mi, mi
la, la, do, re, mi
la, la, do, so, fa
la, la, do, so, mi
la, la, do, ti, so
la, la, fa, la, fa
la, la, fa, la, la
la, la, fa, la, ti
la, la, fa, mi, mi
la, la, fa, so, do
la, la, fa, so, so
la, la, fa, ti, do
la, la, la, do, do
la, la, la, do, la
la, la, la, do, ti
la, la, la, fa, re
la, la, la, la, fa
la, la, la, mi, do
la, la, la, mi, re
la, la, la, re, do
la, la, la, re, ti
la, la, la, so, so
la, la, la, ti, do
la, la, mi, do, fa
la, la, mi, do, ti
la, la, mi, fa, la
la, la, mi, la, la
la, la, mi, la, re
la, la, mi, mi, mi
la, la, mi, re, ti
la, la, mi, so, la
la, la, mi, so, so
la, la, mi, ti, mi
la, la, mi, ti, so
la, la, re, do, mi
la, la, re, do, so
la, la, re, fa, fa
la, la, re, fa, ti
la, la, re, la, fa
la, la, re, la, ti
la, la, re, mi, mi
la, la, re, mi, re
la, la, re, re, mi
la, la, re, so, la
la, la, re, so, ti
la, la, so, do, mi
la, la, so, do, re
la, la, so, do, so
la, la, so, fa, la
la, la, so, la, do
la, la, so, la, la
la, la, so, mi, fa
la, la, so, re, mi
la, la, so, re, re
la, la, so, re, so
la, la, so, so, do
la, la, so, so, mi
la, la, so, so, so
la, la, so, ti, do
la, la, so, ti, fa
la, la, so, ti, la
la, la, so, ti, mi
la, la, ti, fa, re
la, la, ti, la, do
la, la, ti, la, mi
la, la, ti, la, re
la, la, ti, mi, fa
la, la, ti, mi, la
la, la, ti, mi, re
la, la, ti, mi, so
la, la, ti, re, la
la, la, ti, re, mi
la, la, ti, so, fa
la, la, ti, so, la
la, la, ti, so, re
la, la, ti, so, ti
la, la, ti, ti, fa
la, la, ti, ti, mi
la, la, ti, ti, ti
la, mi, do, do, la
la, mi, do, do, mi
la, mi, do, do, re
la, mi, do, fa, do
la, mi, do, fa, la
la, mi, do, fa, re
la, mi, do, la, re
la, mi, do, la, so
la, mi, do, la, ti
la, mi, do, mi, mi
la, mi, do, mi, re
la, mi, do, re, la
la, mi, do, re, so
la, mi, do, so, do
la, mi, do, so, la
la, mi, do, so, ti
la, mi, do, ti, la
la, mi, do, ti, mi
la, mi, do, ti, so
la, mi, do, ti, ti
la, mi, fa, do, fa
la, mi, fa, do, la
la, mi, fa, do, re
la, mi, fa, fa, do
la, mi, fa, fa, la
la, mi, fa, fa, mi
la, mi, fa, la, mi
la, mi, fa, mi, la
la, mi, fa, mi, so
la, mi, fa, so, do
la, mi, fa, so, fa
la, mi, fa, so, so
la, mi, la, do, la
la, mi, la, do, mi
la, mi, la, la, re
la, mi, la, la, ti
la, mi, la, mi, do
la, mi, la, re, fa
la, mi, la, re, re
la, mi, la, re, so
la, mi, la, re, ti
la, mi, la, so, mi
la, mi, la, so, so
la, mi, la, so, ti
la, mi, la, ti, do
la, mi, la, ti, mi
la, mi, mi, do, la
la, mi, mi, do, mi
la, mi, mi, do, ti
la, mi, mi, fa, do
la, mi, mi, fa, fa
la, mi, mi, fa, la
la, mi, mi, la, mi
la, mi, mi, la, so
la, mi, mi, mi, do
la, mi, mi, mi, la
la, mi, mi, mi, mi
la, mi, mi, mi, so
la, mi, mi, mi, ti
la, mi, mi, re, mi
la, mi, mi, re, re
la, mi, mi, so, la
la, mi, mi, so, mi
la, mi, mi, so, ti
la, mi, mi, ti, la
la, mi, re, do, do
la, mi, re, do, fa
la, mi, re, do, mi
la, mi, re, do, ti
la, mi, re, fa, re
la, mi, re, fa, ti
la, mi, re, la, do
la, mi, re, la, fa
la, mi, re, so, so
la, mi, re, ti, do
la, mi, so, do, fa
la, mi, so, do, re
la, mi, so, la, fa
la, mi, so, mi, ti
la, mi, so, re, mi
la, mi, so, so, fa
la, mi, so, so, la
la, mi, so, so, re
la, mi, so, so, so
la, mi, so, ti, fa
la, mi, ti, do, re
la, mi, ti, fa, do
la, mi, ti, fa, re
la, mi, ti, la, do
la, mi, ti, mi, fa
la, mi, ti, mi, la
la, mi, ti, mi, ti
la, mi, ti, re, do
la, mi, ti, re, mi
la, mi, ti, re, re
la, mi, ti, re, so
la, mi, ti, ti, mi
la, mi, ti, ti, so
la, re, do, do, do
la, re, do, fa, la
la, re, do, fa, ti
la, re, do, la, mi
la, re, do, la, so
la, re, do, mi, fa
la, re, do, mi, la
la, re, do, mi, mi
la, re, do, re, do
la, re, do, re, so
la, re, do, so, ti
la, re, do, ti, mi
la, re, do, ti, so
la, re, fa, do, la
la, re, fa, mi, do
la, re, fa, mi, la
la, re, fa, mi, mi
la, re, fa, re, ti
la, re, fa, so, la
la, re, fa, so, ti
la, re, fa, ti, la
la, re, la, do, do
la, re, la, do, la
la, re, la, do, mi
la, re, la, fa, do
la, re, la, fa, re
la, re, la, la, la
la, re, la, la, so
la, re, la, re, ti
la, re, la, so, mi
la, re, la, so, ti
la, re, la, ti, ti
la, re, mi, do, do
la, re, mi, do, mi
la, re, mi, fa, re
la, re, mi, la, fa
la, re, mi, la, la
la, re, mi, mi, fa
la, re, mi, mi, re
la, re, mi, re, so
la, re, mi, re, ti
la, re, mi, so, fa
la, re, mi, ti, mi
la, re, re, do, la
la, re, re, do, so
la, re, re, fa, so
la, re, re, fa, ti
la, re, re, la, ti
la, re, re, mi, fa
la, re, re, mi, la
la, re, re, re, la
la, re, re, re, mi
la, re, re, re, so
la, re, re, so, fa
la, re, re, so, ti
la, re, re, ti, mi
la, re, re, ti, ti
la, re, so, do, la
la, re, so, fa, fa
la, re, so, fa, la
la, re, so, la, la
la, re, so, la, re
la, re, so, mi, fa
la, re, so, mi, la
la, re, so, mi, ti
la, re, so, re, fa
la, re, so, re, la
la, re, so, re, mi
la, re, so, so, la
la, re, so, ti, ti
la, re, ti, do, do
la, re, ti, do, mi
la, re, ti, do, so
la, re, ti, fa, fa
la, re, ti, fa, ti
la, re, ti, la, do
la, re, ti, la, mi
la, re, ti, re, la
la, re, ti, re, so
la, re, ti, so, fa
la, re, ti, so, la
la, re, ti, so, re
la, re, ti, so, so
la, so, do, do, fa
la, so, do, do, re
la, so, do, fa, fa
la, so, do, fa, ti
la, so, do, la, mi
la, so, do, la, re
la, so, do, la, ti
la, so, do, mi, la
la, so, do, re, la
la, so, do, re, ti
la, so, do, so, fa
la, so, do, ti, do
la, so, do, ti, re
la, so, do, ti, ti
la, so, fa, do, mi
la, so, fa, do, ti
la, so, fa, fa, la
la, so, fa, la, do
la, so, fa, la, mi
la, so, fa, re, do
la, so, fa, re, la
la, so, fa, re, mi
la, so, fa, so, re
la, so, fa, ti, fa
la, so, fa, ti, la
la, so, la, do, do
la, so, la, do, so
la, so, la, fa, re
la, so, la, la, fa
la, so, la, la, so
la, so, la, mi, re
la, so, la, re, fa
la, so, la, so, re
la, so, la, ti, fa
la, so, la, ti, ti
la, so, mi, do, mi
la, so, mi, do, so
la, so, mi, fa, do
la, so, mi, fa, la
la, so, mi, fa, re
la, so, mi, fa, ti
la, so, mi, mi, fa
la, so, mi, mi, la
la, so, mi, mi, ti
la, so, mi, re, mi
la, so, mi, so, ti
la, so, mi, ti, do
la, so, re, do, ti
la, so, re, fa, ti
la, so, re, la, la
la, so, re, la, mi
la, so, re, la, ti
la, so, re, mi, do
la, so, re, so, do
la, so, re, so, la
la, so, re, so, mi
la, so, re, ti, mi
la, so, re, ti, ti
la, so, so, do, la
la, so, so, fa, do
la, so, so, fa, mi
la, so, so, la, la
la, so, so, la, mi
la, so, so, la, re
la, so, so, mi, mi
la, so, so, mi, re
la, so, so, re, so
la, so, so, so, do
la, so, so, so, la
la, so, so, ti, la
la, so, ti, do, do
la, so, ti, do, ti
la, so, ti, la, re
la, so, ti, mi, do
la, so, ti, mi, la
la, so, ti, mi, re
la, so, ti, re, la
la, so, ti, re, mi
la, so, ti, re, so
la, so, ti, so, fa
la, so, ti, so, re
la, so, ti, ti, fa
la, so, ti, ti, mi
la, ti, do, fa, do
la, ti, do, fa, mi
la, ti, do, fa, re
la, ti, do, la, fa
la, ti, do, la, la
la, ti, do, la, mi
la, ti, do, la, so
la, ti, do, re, fa
la, ti, do, so, la
la, ti, do, so, mi
la, ti, do, so, ti
la, ti, do, ti, fa
la, ti, do, ti, so
la, ti, fa, do, re
la, ti, fa, fa, fa
la, ti, fa, fa, ti
la, ti, fa, la, ti
la, ti, fa, mi, do
la, ti, fa, re, ti
la, ti, fa, ti, fa
la, ti, fa, ti, re
la, ti, la, fa, la
la, ti, la, fa, so
la, ti, la, fa, ti
la, ti, la, mi, la
la, ti, la, mi, re
la, ti, la, re, re
la, ti, la, re, ti
la, ti, la, so, la
la, ti, la, ti, ti
la, ti, mi, do, do
la, ti, mi, do, fa
la, ti, mi, do, la
la, ti, mi, do, mi
la, ti, mi, do, so
la, ti, mi, fa, fa
la, ti, mi, fa, so
la, ti, mi, la, fa
la, ti, mi, la, la
la, ti, mi, la, mi
la, ti, mi, mi, mi
la, ti, mi, re, fa
la, ti, mi, re, so
la, ti, mi, so, la
la, ti, mi, so, ti
la, ti, re, do, fa
la, ti, re, do, la
la, ti, re, fa, do
la, ti, re, fa, fa
la, ti, re, la, so
la, ti, re, mi, la
la, ti, re, mi, so
la, ti, re, re, la
la, ti, re, re, ti
la, ti, re, so, so
la, ti, re, so, ti
la, ti, so, do, do
la, ti, so, do, so
la, ti, so, fa, mi
la, ti, so, fa, re
la, ti, so, fa, so
la, ti, so, fa, ti
la, ti, so, la, so
la, ti, so, mi, so
la, ti, so, re, re
la, ti, so, so, do
la, ti, so, ti, mi
la, ti, ti, do, do
la, ti, ti, do, fa
la, ti, ti, do, so
la, ti, ti, do, ti
la, ti, ti, fa, fa
la, ti, ti, la, la
la, ti, ti, la, so
la, ti, ti, mi, mi
la, ti, ti, mi, so
la, ti, ti, mi, ti
la, ti, ti, re, mi
la, ti, ti, re, ti
la, ti, ti, so, do
la, ti, ti, so, mi
la, ti, ti, so, so
la, ti, ti, ti, re
mi, do, do, do, do
mi, do, do, do, la
mi, do, do, do, ti
mi, do, do, fa, re
mi, do, do, la, la
mi, do, do, la, re
mi, do, do, la, so
mi, do, do, mi, do
mi, do, do, mi, mi
mi, do, do, mi, so
mi, do, do, so, fa
mi, do, do, so, so
mi, do, do, so, ti
mi, do, do, ti, mi
mi, do, fa, do, do
mi, do, fa, do, mi
mi, do, fa, do, re
mi, do, fa, fa, fa
mi, do, fa, fa, ti
mi, do, fa, la, la
mi, do, fa, la, re
mi, do, fa, mi, do
mi, do, fa, mi, la
mi, do, fa, so, do
mi, do, fa, so, fa
mi, do, fa, ti, do
mi, do, fa, ti, so
mi, do, la, do, mi
mi, do, la, do, re
mi, do, la, do, so
mi, do, la, do, ti
mi, do, la, fa, mi
mi, do, la, fa, re
mi, do, la, fa, so
mi, do, la, re, fa
mi, do, la, re, so
mi, do, la, so, la
mi, do, la, so, mi
mi, do, la, so, ti
mi, do, la, ti, la
mi, do, mi, do, re
mi, do, mi, la, do
mi, do, mi, la, fa
mi, do, mi, la, so
mi, do, mi, mi, la
mi, do, mi, re, mi
mi, do, mi, so, la
mi, do, mi, ti, do
mi, do, mi, ti, la
mi, do, mi, ti, ti
mi, do, re, do, so
mi, do, re, fa, la
mi, do, re, la, do
mi, do, re, la, re
mi, do, re, mi, re
mi, do, re, re, fa
mi, do, re, re, mi
mi, do, re, re, re
mi, do, re, re, ti
mi, do, re, so, re
mi, do, re, so, so
mi, do, so, do, do
mi, do, so, do, la
mi, do, so, do, so
mi, do, so, fa, la
mi, do, so, la, la
mi, do, so, mi, mi
mi, do, so, mi, so
mi, do, so, re, do
mi, do, so, re, fa
mi, do, so, re, mi
mi, do, so, re, so
mi, do, so, re, ti
mi, do, so, so, fa
mi, do, ti, do, do
mi, do, ti, fa, la
mi, do, ti, fa, re
mi, do, ti, fa, ti
mi, do, ti, la, do
mi, do, ti, la, la
mi, do, ti, mi, do
mi, do, ti, re, ti
mi, do, ti, so, fa
mi, fa, do, do, do
mi, fa, do, do, la
mi, fa, do, do, so
mi, fa, do, fa, do
mi, fa, do, fa, fa
mi, fa, do, fa, la
mi, fa, do, fa, so
mi, fa, do, fa, ti
mi, fa, do, la, fa
mi, fa, do, mi, do
mi, fa, do, mi, la
mi, fa, do, mi, ti
mi, fa, do, re, fa
mi, fa, do, re, mi
mi, fa, do, re, re
mi, fa, do, re, so
mi, fa, do, so, la
mi, fa, do, so, mi
mi, fa, do, so, so
mi, fa, do, ti, fa
mi, fa, fa, do, re
mi, fa, fa, fa, do
mi, fa, fa, fa, fa
mi, fa, fa, fa, re
mi, fa, fa, mi, do
mi, fa, fa, mi, fa
mi, fa, fa, mi, so
mi, fa, fa, re, do
mi, fa, fa, re, la
mi, fa, fa, re, mi
mi, fa, fa, re, re
mi, fa, fa, so, mi
mi, fa, fa, so, so
mi, fa, fa, ti, do
mi, fa, la, do, fa
mi, fa, la, fa, re
mi, fa, la, la, do
mi, fa, la, la, fa
mi, fa, la, la, so
mi, fa, la, re, do
mi, fa, la, re, fa
mi, fa, la, re, la
mi, fa, la, re, re
mi, fa, la, so, mi
mi, fa, la, ti, fa
mi, fa, la, ti, ti
mi, fa, mi, do, do
mi, fa, mi, do, fa
mi, fa, mi, do, la
mi, fa, mi, do, ti
mi, fa, mi, mi, fa
mi, fa, mi, mi, re
mi, fa, mi, re, mi
mi, fa, mi, re, ti
mi, fa, mi, so, fa
mi, fa, mi, so, re
mi, fa, re, do, fa
mi, fa, re, do, mi
mi, fa, re, fa, fa
mi, fa, re, la, fa
mi, fa, re, la, re
mi, fa, re, mi, fa
mi, fa, re, mi, la
mi, fa, re, mi, re
mi, fa, re, re, re
mi, fa, re, re, ti
mi, fa, re, so, fa
mi, fa, re, so, ti
mi, fa, re, ti, do
mi, fa, re, ti, la
mi, fa, re, ti, mi
mi, fa, re, ti, so
mi, fa, re, ti, ti
mi, fa, so, fa, do
mi, fa, so, la, do
mi, fa, so, la, so
mi, fa, so, mi, so
mi, fa, so, re, re
mi, fa, so, so, do
mi, fa, so, ti, so
mi, fa, ti, do, ti
mi, fa, ti, fa, do
mi, fa, ti, la, la
mi, fa, ti, la, ti
mi, fa, ti, re, do
mi, fa, ti, re, fa
mi, fa, ti, re, ti
mi, fa, ti, so, do
mi, fa, ti, so, re
mi, la, do, fa, fa
mi, la, do, fa, re
mi, la, do, fa, ti
mi, la, do, la, mi
mi, la, do, la, re
mi, la, do, mi, la
mi, la, do, mi, re
mi, la, do, mi, ti
mi, la, do, re, la
mi, la, do, so, fa
mi, la, do, ti, do
mi, la, do, ti, fa
mi, la, do, ti, la
mi, la, do, ti, mi
mi, la, fa, do, la
mi, la, fa, do, mi
mi, la, fa, do, ti
mi, la, fa, fa, do
mi, la, fa, fa, la
mi, la, fa, la, re
mi, la, fa, la, ti
mi, la, fa, mi, la
mi, la, fa, mi, so
mi, la, fa, mi, ti
mi, la, fa, re, la
mi, la, fa, so, fa
mi, la, fa, so, mi
mi, la, fa, so, so
mi, la, fa, ti, re
mi, la, fa, ti, so
mi, la, fa, ti, ti
mi, la, la, do, so
mi, la, la, la, la
mi, la, la, mi, fa
mi, la, la, mi, la
mi, la, la, mi, mi
mi, la, la, re, la
mi, la, la, re, mi
mi, la, la, re, so
mi, la, la, so, do
mi, la, la, ti, re
mi, la, la, ti, so
mi, la, mi, do, la
mi, la, mi, do, ti
mi, la, mi, la, so
mi, la, mi, mi, do
mi, la, mi, mi, fa
mi, la, mi, mi, re
mi, la, mi, mi, so
mi, la, mi, mi, ti
mi, la, mi, so, mi
mi, la, mi, so, re
mi, la, mi, so, so
mi, la, mi, so, ti
mi, la, mi, ti, la
mi, la, mi, ti, mi
mi, la, mi, ti, re
mi, la, mi, ti, so
mi, la, re, do, la
mi, la, re, do, mi
mi, la, re, fa, re
mi, la, re, la, mi
mi, la, re, mi, la
mi, la, re, mi, re
mi, la, re, mi, ti
mi, la, re, re, mi
mi, la, re, re, so
mi, la, re, so, do
mi, la, so, do, la
mi, la, so, do, so
mi, la, so, fa, fa
mi, la, so, fa, mi
mi, la, so, fa, so
mi, la, so, la, do
mi, la, so, mi, do
mi, la, so, mi, fa
mi, la, so, mi, ti
mi, la, so, re, so
mi, la, so, so, la
mi, la, so, so, ti
mi, la, so, ti, mi
mi, la, ti, fa, do
mi, la, ti, fa, fa
mi, la, ti, fa, so
mi, la, ti, la, fa
mi, la, ti, mi, fa
mi, la, ti, mi, la
mi, la, ti, mi, ti
mi, la, ti, re, so
mi, la, ti, so, ti
mi, la, ti, ti, fa
mi, mi, do, la, fa
mi, mi, do, la, so
mi, mi, do, la, ti
mi, mi, do, mi, do
mi, mi, do, mi, fa
mi, mi, do, mi, la
mi, mi, do, so, la
mi, mi, do, so, so
mi, mi, do, so, ti
mi, mi, do, ti, fa
mi, mi, do, ti, re
mi, mi, fa, do, la
mi, mi, fa, do, ti
mi, mi, fa, fa, so
mi, mi, fa, la, do
mi, mi, fa, la, so
mi, mi, fa, mi, ti
mi, mi, fa, re, la
mi, mi, fa, re, ti
mi, mi, fa, so, re
mi, mi, fa, ti, so
mi, mi, la, do, fa
mi, mi, la, do, la
mi, mi, la, do, mi
mi, mi, la, do, re
mi, mi, la, do, so
mi, mi, la, do, ti
mi, mi, la, fa, so
mi, mi, la, fa, ti
mi, mi, la, la, fa
mi, mi, la, la, ti
mi, mi, la, so, mi
mi, mi, la, so, re
mi, mi, la, ti, re
mi, mi, la, ti, so
mi, mi, mi, do, la
mi, mi, mi, do, mi
mi, mi, mi, la, do
mi, mi, mi, la, la
mi, mi, mi, la, mi
mi, mi, mi, la, ti
mi, mi, mi, re, mi
mi, mi, mi, re, so
mi, mi, mi, re, ti
mi, mi, mi, so, re
mi, mi, mi, so, ti
mi, mi, mi, ti, re
mi, mi, mi, ti, ti
mi, mi, re, do, so
mi, mi, re, fa, mi
mi, mi, re, la, so
mi, mi, re, la, ti
mi, mi, re, mi, re
mi, mi, re, re, la
mi, mi, re, re, mi
mi, mi, re, re, ti
mi, mi, re, so, la
mi, mi, re, so, re
mi, mi, re, ti, mi
mi, mi, so, fa, do
mi, mi, so, fa, fa
mi, mi, so, fa, re
mi, mi, so, fa, ti
mi, mi, so, la, fa
mi, mi, so, la, so
mi, mi, so, mi, fa
mi, mi, so, ti, la
mi, mi, so, ti, so
mi, mi, so, ti, ti
mi, mi, ti, fa, mi
mi, mi, ti, fa, ti
mi, mi, ti, la, fa
mi, mi, ti, la, la
mi, mi, ti, mi, so
mi, mi, ti, mi, ti
mi, mi, ti, re, do
mi, mi, ti, ti, re
mi, mi, ti, ti, so
mi, mi, ti, ti, ti
mi, re, do, do, re
mi, re, do, fa, do
mi, re, do, fa, mi
mi, re, do, la, do
mi, re, do, la, mi
mi, re, do, la, re
mi, re, do, la, so
mi, re, do, re, do
mi, re, do, re, fa
mi, re, do, re, so
mi, re, do, so, so
mi, re, do, ti, mi
mi, re, do, ti, ti
mi, re, fa, do, do
mi, re, fa, fa, mi
mi, re, fa, fa, ti
mi, re, fa, la, do
mi, re, fa, la, so
mi, re, fa, mi, fa
mi, re, fa, so, do
mi, re, fa, so, re
mi, re, fa, so, so
mi, re, fa, so, ti
mi, re, fa, ti, la
mi, re, la, do, mi
mi, re, la, do, so
mi, re, la, fa, la
mi, re, la, fa, so
mi, re, la, la, do
mi, re, la, la, la
mi, re, la, mi, la
mi, re, la, mi, so
mi, re, la, so, mi
mi, re, la, so, re
mi, re, la, ti, do
mi, re, mi, do, fa
mi, re, mi, do, mi
mi, re, mi, do, re
mi, re, mi, do, ti
mi, re, mi, fa, so
mi, re, mi, la, fa
mi, re, mi, mi, do
mi, re, mi, mi, la
mi, re, mi, re, fa
mi, re, mi, re, re
mi, re, mi, so, mi
mi, re, mi, so, ti
mi, re, mi, ti, do
mi, re, mi, ti, re
mi, re, re, do, do
mi, re, re, fa, mi
mi, re, re, la, do
mi, re, re, la, fa
mi, re, re, la, la
mi, re, re, la, re
mi, re, re, la, so
mi, re, re, re, do
mi, re, re, re, la
mi, re, re, ti, do
mi, re, re, ti, fa
mi, re, re, ti, la
mi, re, re, ti, mi
mi, re, re, ti, ti
mi, re, so, fa, do
mi, re, so, fa, mi
mi, re, so, fa, so
mi, re, so, la, do
mi, re, so, la, so
mi, re, so, mi, do
mi, re, so, re, so
mi, re, so, so, do
mi, re, ti, do, do
mi, re, ti, do, ti
mi, re, ti, fa, do
mi, re, ti, la, la
mi, re, ti, la, so
mi, re, ti, mi, do
mi, re, ti, mi, la
mi, re, ti, mi, re
mi, re, ti, re, fa
mi, re, ti, so, do
